investor_id,avg_gap_days,total_transactions,risk_flag
INV004939,38.81818181818182,12,At Risk
INV004940,160.0,2,At Risk
INV004941,,1,Regular
INV004942,25.6,6,Regular
INV004943,99.25,5,At Risk
INV004944,108.33333333333333,4,At Risk
INV004945,58.375,9,At Risk
INV004946,244.0,2,At Risk
INV004947,44.55555555555556,10,At Risk
INV004948,54.714285714285715,8,At Risk
INV004949,34.333333333333336,4,Regular
INV004950,73.16666666666667,7,At Risk
INV004951,73.6,6,At Risk
INV004952,66.75,5,At Risk
INV004953,44.77777777777778,10,At Risk
INV004954,102.5,5,At Risk
INV004955,76.66666666666667,4,At Risk
INV004956,41.4,11,At Risk
INV004957,68.57142857142857,8,At Risk
INV004958,62.714285714285715,8,At Risk
INV004959,44.25,9,At Risk
INV004960,47.75,5,At Risk
INV004961,59.125,9,At Risk
INV004962,38.77777777777778,10,At Risk
INV004963,73.33333333333333,7,At Risk
INV004964,105.0,4,At Risk
INV004965,168.0,2,At Risk
INV004966,91.0,2,At Risk
INV004967,57.857142857142854,8,At Risk
INV004968,24.5,7,Regular
INV004969,46.0,9,At Risk
INV004970,68.5,7,At Risk
INV004971,81.66666666666667,4,At Risk
INV004972,84.8,6,At Risk
INV004973,44.0,11,At Risk
INV004974,36.7,11,At Risk
INV004975,,1,Regular
INV004976,,1,Regular
INV004977,130.0,4,At Risk
INV004978,55.125,9,At Risk
INV004979,96.75,5,At Risk
INV004980,57.714285714285715,8,At Risk
INV004981,43.09090909090909,12,At Risk
INV004982,52.0,9,At Risk
INV004983,41.55555555555556,10,At Risk
INV004984,41.09090909090909,12,At Risk
INV004985,104.5,5,At Risk
INV004986,69.71428571428571,8,At Risk
INV004987,75.75,5,At Risk
INV004988,221.5,3,At Risk
INV004989,61.714285714285715,8,At Risk
INV004990,51.5,7,At Risk
INV004991,105.0,2,At Risk
INV004992,44.45454545454545,12,At Risk
INV004993,74.33333333333333,7,At Risk
INV004994,86.0,5,At Risk
INV004995,56.5,5,At Risk
INV004996,41.7,11,At Risk
INV004997,48.2,11,At Risk
INV004998,80.2,6,At Risk
INV004999,54.875,9,At Risk
INV005000,,1,Regular
